"","termID","termName","termDesc","unitName","dataType","relatedTerms"
"2323",1504,"spectrometerSignalAt282.82nm","spectrometer intensity at wavelength 282.82 nm","NA","real",NA
"2324",1505,"spectrometerSignalAt283.64nm","spectrometer intensity at wavelength 283.64 nm","NA","real",NA
"2325",1506,"spectrometerSignalAt284.45nm","spectrometer intensity at wavelength 284.45 nm","NA","real",NA
"2326",1507,"spectrometerSignalAt285.27nm","spectrometer intensity at wavelength 285.27 nm","NA","real",NA
"2327",1508,"spectrometerSignalAt286.08nm","spectrometer intensity at wavelength 286.08 nm","NA","real",NA
"2328",1509,"spectrometerSignalAt286.9nm","spectrometer intensity at wavelength 286.9 nm","NA","real",NA
"2329",1510,"spectrometerSignalAt287.71nm","spectrometer intensity at wavelength 287.71 nm","NA","real",NA
"2330",1511,"spectrometerSignalAt288.53nm","spectrometer intensity at wavelength 288.53 nm","NA","real",NA
"2331",1512,"spectrometerSignalAt289.35nm","spectrometer intensity at wavelength 289.35 nm","NA","real",NA
"2332",1513,"spectrometerSignalAt290.16nm","spectrometer intensity at wavelength 290.16 nm","NA","real",NA
"2333",1514,"spectrometerSignalAt290.98nm","spectrometer intensity at wavelength 290.98 nm","NA","real",NA
"2334",1515,"spectrometerSignalAt291.79nm","spectrometer intensity at wavelength 291.79 nm","NA","real",NA
"2335",1516,"spectrometerSignalAt292.61nm","spectrometer intensity at wavelength 292.61 nm","NA","real",NA
"2336",1517,"spectrometerSignalAt293.42nm","spectrometer intensity at wavelength 293.42 nm","NA","real",NA
"2337",1518,"spectrometerSignalAt294.24nm","spectrometer intensity at wavelength 294.24 nm","NA","real",NA
"2338",1519,"spectrometerSignalAt295.06nm","spectrometer intensity at wavelength 295.06 nm","NA","real",NA
"2339",1520,"spectrometerSignalAt295.87nm","spectrometer intensity at wavelength 295.87 nm","NA","real",NA
"2340",1521,"spectrometerSignalAt296.69nm","spectrometer intensity at wavelength 296.69 nm","NA","real",NA
"2341",1522,"spectrometerSignalAt297.51nm","spectrometer intensity at wavelength 297.51 nm","NA","real",NA
"2342",1523,"spectrometerSignalAt298.32nm","spectrometer intensity at wavelength 298.32 nm","NA","real",NA
"2343",1524,"spectrometerSignalAt299.14nm","spectrometer intensity at wavelength 299.14 nm","NA","real",NA
"2344",1525,"spectrometerSignalAt299.95nm","spectrometer intensity at wavelength 299.95 nm","NA","real",NA
"2345",1526,"spectrometerSignalAt300.77nm","spectrometer intensity at wavelength 300.77 nm","NA","real",NA
"2346",1527,"spectrometerSignalAt301.59nm","spectrometer intensity at wavelength 301.59 nm","NA","real",NA
"2347",1528,"spectrometerSignalAt302.4nm","spectrometer intensity at wavelength 302.4 nm","NA","real",NA
"2348",1529,"spectrometerSignalAt303.22nm","spectrometer intensity at wavelength 303.22 nm","NA","real",NA
"2349",1530,"spectrometerSignalAt304.04nm","spectrometer intensity at wavelength 304.04 nm","NA","real",NA
"2350",1531,"spectrometerSignalAt304.85nm","spectrometer intensity at wavelength 304.85 nm","NA","real",NA
"2351",1532,"spectrometerSignalAt305.67nm","spectrometer intensity at wavelength 305.67 nm","NA","real",NA
"2352",1533,"spectrometerSignalAt306.49nm","spectrometer intensity at wavelength 306.49 nm","NA","real",NA
"2353",1534,"spectrometerSignalAt307.3nm","spectrometer intensity at wavelength 307.3 nm","NA","real",NA
"2354",1535,"spectrometerSignalAt308.12nm","spectrometer intensity at wavelength 308.12 nm","NA","real",NA
"2355",1536,"spectrometerSignalAt308.93nm","spectrometer intensity at wavelength 308.93 nm","NA","real",NA
"2356",1537,"spectrometerSignalAt309.75nm","spectrometer intensity at wavelength 309.75 nm","NA","real",NA
"2357",1538,"spectrometerSignalAt310.57nm","spectrometer intensity at wavelength 310.57 nm","NA","real",NA
"2358",1539,"spectrometerSignalAt311.38nm","spectrometer intensity at wavelength 311.38 nm","NA","real",NA
"2359",1540,"spectrometerSignalAt312.2nm","spectrometer intensity at wavelength 312.2 nm","NA","real",NA
"2360",1541,"spectrometerSignalAt313.02nm","spectrometer intensity at wavelength 313.02 nm","NA","real",NA
"2361",1542,"spectrometerSignalAt313.83nm","spectrometer intensity at wavelength 313.83 nm","NA","real",NA
"2362",1543,"spectrometerSignalAt314.65nm","spectrometer intensity at wavelength 314.65 nm","NA","real",NA
"2363",1544,"spectrometerSignalAt315.47nm","spectrometer intensity at wavelength 315.47 nm","NA","real",NA
"2364",1545,"spectrometerSignalAt316.28nm","spectrometer intensity at wavelength 316.28 nm","NA","real",NA
"2365",1546,"spectrometerSignalAt317.1nm","spectrometer intensity at wavelength 317.1 nm","NA","real",NA
"2366",1547,"spectrometerSignalAt317.92nm","spectrometer intensity at wavelength 317.92 nm","NA","real",NA
"2367",1548,"spectrometerSignalAt318.73nm","spectrometer intensity at wavelength 318.73 nm","NA","real",NA
"2368",1549,"spectrometerSignalAt319.55nm","spectrometer intensity at wavelength 319.55 nm","NA","real",NA
"2369",1550,"spectrometerSignalAt320.37nm","spectrometer intensity at wavelength 320.37 nm","NA","real",NA
"2370",1551,"spectrometerSignalAt321.18nm","spectrometer intensity at wavelength 321.18 nm","NA","real",NA
"2371",1552,"spectrometerSignalAt322nm","spectrometer intensity at wavelength 322 nm","NA","real",NA
"2372",1553,"spectrometerSignalAt322.82nm","spectrometer intensity at wavelength 322.82 nm","NA","real",NA
"2373",1554,"spectrometerSignalAt323.63nm","spectrometer intensity at wavelength 323.63 nm","NA","real",NA
"2374",1555,"spectrometerSignalAt324.45nm","spectrometer intensity at wavelength 324.45 nm","NA","real",NA
"2375",1556,"spectrometerSignalAt325.27nm","spectrometer intensity at wavelength 325.27 nm","NA","real",NA
"2376",1557,"spectrometerSignalAt326.08nm","spectrometer intensity at wavelength 326.08 nm","NA","real",NA
"2377",1558,"spectrometerSignalAt326.9nm","spectrometer intensity at wavelength 326.9 nm","NA","real",NA
"2378",1559,"spectrometerSignalAt327.72nm","spectrometer intensity at wavelength 327.72 nm","NA","real",NA
"2379",1560,"spectrometerSignalAt328.53nm","spectrometer intensity at wavelength 328.53 nm","NA","real",NA
"2380",1561,"spectrometerSignalAt329.35nm","spectrometer intensity at wavelength 329.35 nm","NA","real",NA
"2381",1562,"spectrometerSignalAt330.17nm","spectrometer intensity at wavelength 330.17 nm","NA","real",NA
"2382",1563,"spectrometerSignalAt330.98nm","spectrometer intensity at wavelength 330.98 nm","NA","real",NA
"2383",1564,"spectrometerSignalAt331.8nm","spectrometer intensity at wavelength 331.8 nm","NA","real",NA
"2384",1565,"spectrometerSignalAt332.62nm","spectrometer intensity at wavelength 332.62 nm","NA","real",NA
"2385",1566,"spectrometerSignalAt333.43nm","spectrometer intensity at wavelength 333.43 nm","NA","real",NA
"2386",1567,"spectrometerSignalAt334.25nm","spectrometer intensity at wavelength 334.25 nm","NA","real",NA
"2387",1568,"spectrometerSignalAt335.06nm","spectrometer intensity at wavelength 335.06 nm","NA","real",NA
"2388",1569,"spectrometerSignalAt335.88nm","spectrometer intensity at wavelength 335.88 nm","NA","real",NA
"2389",1570,"spectrometerSignalAt336.7nm","spectrometer intensity at wavelength 336.7 nm","NA","real",NA
"2390",1571,"spectrometerSignalAt337.51nm","spectrometer intensity at wavelength 337.51 nm","NA","real",NA
"2391",1572,"spectrometerSignalAt338.33nm","spectrometer intensity at wavelength 338.33 nm","NA","real",NA
"2392",1573,"spectrometerSignalAt339.14nm","spectrometer intensity at wavelength 339.14 nm","NA","real",NA
"2393",1574,"spectrometerSignalAt339.96nm","spectrometer intensity at wavelength 339.96 nm","NA","real",NA
"2394",1575,"spectrometerSignalAt340.78nm","spectrometer intensity at wavelength 340.78 nm","NA","real",NA
"2395",1576,"spectrometerSignalAt341.59nm","spectrometer intensity at wavelength 341.59 nm","NA","real",NA
"2396",1577,"spectrometerSignalAt342.41nm","spectrometer intensity at wavelength 342.41 nm","NA","real",NA
"2397",1578,"spectrometerSignalAt343.22nm","spectrometer intensity at wavelength 343.22 nm","NA","real",NA
"2398",1579,"spectrometerSignalAt344.04nm","spectrometer intensity at wavelength 344.04 nm","NA","real",NA
"2399",1580,"spectrometerSignalAt344.85nm","spectrometer intensity at wavelength 344.85 nm","NA","real",NA
"2400",1581,"spectrometerSignalAt345.67nm","spectrometer intensity at wavelength 345.67 nm","NA","real",NA
"2401",1582,"spectrometerSignalAt346.48nm","spectrometer intensity at wavelength 346.48 nm","NA","real",NA
"2402",1583,"spectrometerSignalAt347.3nm","spectrometer intensity at wavelength 347.3 nm","NA","real",NA
"2403",1584,"spectrometerSignalAt348.12nm","spectrometer intensity at wavelength 348.12 nm","NA","real",NA
"2404",1585,"spectrometerSignalAt348.93nm","spectrometer intensity at wavelength 348.93 nm","NA","real",NA
"2405",1586,"spectrometerSignalAt349.75nm","spectrometer intensity at wavelength 349.75 nm","NA","real",NA
"2406",1587,"spectrometerSignalAt350.56nm","spectrometer intensity at wavelength 350.56 nm","NA","real",NA
"2407",1588,"spectrometerSignalAt351.38nm","spectrometer intensity at wavelength 351.38 nm","NA","real",NA
"2408",1589,"spectrometerSignalAt352.19nm","spectrometer intensity at wavelength 352.19 nm","NA","real",NA
"2409",1590,"spectrometerSignalAt353.01nm","spectrometer intensity at wavelength 353.01 nm","NA","real",NA
"2410",1591,"spectrometerSignalAt353.82nm","spectrometer intensity at wavelength 353.82 nm","NA","real",NA
"2411",1592,"spectrometerSignalAt354.63nm","spectrometer intensity at wavelength 354.63 nm","NA","real",NA
"2412",1593,"spectrometerSignalAt355.45nm","spectrometer intensity at wavelength 355.45 nm","NA","real",NA
"2413",1594,"spectrometerSignalAt356.26nm","spectrometer intensity at wavelength 356.26 nm","NA","real",NA
"2414",1595,"spectrometerSignalAt357.08nm","spectrometer intensity at wavelength 357.08 nm","NA","real",NA
"2415",1596,"spectrometerSignalAt357.89nm","spectrometer intensity at wavelength 357.89 nm","NA","real",NA
"2416",1597,"spectrometerSignalAt358.71nm","spectrometer intensity at wavelength 358.71 nm","NA","real",NA
"2417",1598,"spectrometerSignalAt359.52nm","spectrometer intensity at wavelength 359.52 nm","NA","real",NA
"2418",1599,"spectrometerSignalAt360.33nm","spectrometer intensity at wavelength 360.33 nm","NA","real",NA
"2419",1600,"spectrometerSignalAt361.15nm","spectrometer intensity at wavelength 361.15 nm","NA","real",NA
"2420",1601,"spectrometerSignalAt361.96nm","spectrometer intensity at wavelength 361.96 nm","NA","real",NA
"2421",1602,"spectrometerSignalAt362.78nm","spectrometer intensity at wavelength 362.78 nm","NA","real",NA
"2422",1603,"spectrometerSignalAt363.59nm","spectrometer intensity at wavelength 363.59 nm","NA","real",NA
"2423",1604,"spectrometerSignalAt364.4nm","spectrometer intensity at wavelength 364.4 nm","NA","real",NA
"2424",1605,"spectrometerSignalAt365.22nm","spectrometer intensity at wavelength 365.22 nm","NA","real",NA
"2425",1606,"spectrometerSignalAt366.03nm","spectrometer intensity at wavelength 366.03 nm","NA","real",NA
"2426",1607,"spectrometerSignalAt366.84nm","spectrometer intensity at wavelength 366.84 nm","NA","real",NA
"2427",1608,"spectrometerSignalAt367.65nm","spectrometer intensity at wavelength 367.65 nm","NA","real",NA
"2428",1609,"spectrometerSignalAt368.47nm","spectrometer intensity at wavelength 368.47 nm","NA","real",NA
"2429",1610,"spectrometerSignalAt369.28nm","spectrometer intensity at wavelength 369.28 nm","NA","real",NA
"2430",1611,"spectrometerSignalAt370.09nm","spectrometer intensity at wavelength 370.09 nm","NA","real",NA
"2431",1612,"spectrometerSignalAt370.91nm","spectrometer intensity at wavelength 370.91 nm","NA","real",NA
"2432",1613,"spectrometerSignalAt371.72nm","spectrometer intensity at wavelength 371.72 nm","NA","real",NA
"2433",1614,"spectrometerSignalAt372.53nm","spectrometer intensity at wavelength 372.53 nm","NA","real",NA
"2434",1615,"spectrometerSignalAt373.34nm","spectrometer intensity at wavelength 373.34 nm","NA","real",NA
"2435",1616,"spectrometerSignalAt374.15nm","spectrometer intensity at wavelength 374.15 nm","NA","real",NA
"2436",1617,"spectrometerSignalAt374.97nm","spectrometer intensity at wavelength 374.97 nm","NA","real",NA
"2437",1618,"spectrometerSignalAt375.78nm","spectrometer intensity at wavelength 375.78 nm","NA","real",NA
"2438",1619,"spectrometerSignalAt376.59nm","spectrometer intensity at wavelength 376.59 nm","NA","real",NA
"2439",1620,"spectrometerSignalAt377.4nm","spectrometer intensity at wavelength 377.4 nm","NA","real",NA
"2440",1621,"spectrometerSignalAt378.21nm","spectrometer intensity at wavelength 378.21 nm","NA","real",NA
"2441",1622,"spectrometerSignalAt379.02nm","spectrometer intensity at wavelength 379.02 nm","NA","real",NA
"2442",1623,"spectrometerSignalAt379.83nm","spectrometer intensity at wavelength 379.83 nm","NA","real",NA
"2443",1624,"spectrometerSignalAt380.64nm","spectrometer intensity at wavelength 380.64 nm","NA","real",NA
"2444",1625,"spectrometerSignalAt381.45nm","spectrometer intensity at wavelength 381.45 nm","NA","real",NA
"2445",1626,"spectrometerSignalAt382.27nm","spectrometer intensity at wavelength 382.27 nm","NA","real",NA
"2446",1627,"spectrometerSignalAt383.08nm","spectrometer intensity at wavelength 383.08 nm","NA","real",NA
"2447",1628,"spectrometerSignalAt383.89nm","spectrometer intensity at wavelength 383.89 nm","NA","real",NA
"2448",1629,"spectrometerSignalAt384.7nm","spectrometer intensity at wavelength 384.7 nm","NA","real",NA
"2449",1630,"spectrometerSignalAt385.51nm","spectrometer intensity at wavelength 385.51 nm","NA","real",NA
"2450",1631,"spectrometerSignalAt386.32nm","spectrometer intensity at wavelength 386.32 nm","NA","real",NA
"2451",1632,"spectrometerSignalAt387.13nm","spectrometer intensity at wavelength 387.13 nm","NA","real",NA
"2452",1633,"spectrometerSignalAt387.93nm","spectrometer intensity at wavelength 387.93 nm","NA","real",NA
"2453",1634,"spectrometerSignalAt388.74nm","spectrometer intensity at wavelength 388.74 nm","NA","real",NA
"2454",1635,"spectrometerSignalAt389.55nm","spectrometer intensity at wavelength 389.55 nm","NA","real",NA
"2455",1636,"spectrometerSignalAt390.36nm","spectrometer intensity at wavelength 390.36 nm","NA","real",NA
"2456",1637,"spectrometerSignalAt391.17nm","spectrometer intensity at wavelength 391.17 nm","NA","real",NA
"2457",1638,"spectrometerSignalAt391.98nm","spectrometer intensity at wavelength 391.98 nm","NA","real",NA
"2458",1639,"spectrometerSignalAt392.79nm","spectrometer intensity at wavelength 392.79 nm","NA","real",NA
"2459",1640,"spectrometerSignalAt393.6nm","spectrometer intensity at wavelength 393.6 nm","NA","real",NA
"2460",1641,"spectrometerSignalAt394.4nm","spectrometer intensity at wavelength 394.4 nm","NA","real",NA
"2461",1642,"spectrometerSignalAt395.21nm","spectrometer intensity at wavelength 395.21 nm","NA","real",NA
"2462",1643,"spectrometerSignalAt396.02nm","spectrometer intensity at wavelength 396.02 nm","NA","real",NA
