"","termID","termName","termDesc","unitName","dataType","relatedTerms"
"3387",2558,"PM4stepNAQM","Quality metric that summarizes when the step test for particulate matter 4 could not be run over the averaging period, as a percent","percent","real",NA
"3388",2559,"PM4nullFailQM","Quality metric that summarizes the failed outcomes of the null test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3389",2560,"PM4nullPassQM","Quality metric that summarizes the passed outcomes of the null test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3390",2561,"PM4nullNAQM","Quality metric that summarizes when the null test for particulate matter 4 could not be run over the averaging period, as a percent","percent","real",NA
"3391",2562,"PM4gapFailQM","Quality metric that summarizes the failed outcomes of the gap test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3392",2563,"PM4gapPassQM","Quality metric that summarizes the passed outcomes of the gap test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3393",2564,"PM4gapNAQM","Quality metric that summarizes when the gap test for particulate matter 4 could not be run over the averaging period, as a percent","percent","real",NA
"3394",2565,"PM4spikeFailQM","Quality metric that summarizes the failed outcomes of the spike test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3395",2566,"PM4spikePassQM","Quality metric that summarizes the passed outcomes of the spike test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3396",2567,"PM4spikeNAQM","Quality metric that summarizes when the spike test for particulate matter 4 could not be run over the averaging period, as a percent","percent","real",NA
"3397",2568,"PM4consistencyFailQM","Quality metric that summarizes the failed outcomes of the consistency test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3398",2569,"PM4consistencyPassQM","Quality metric that summarizes the passed outcomes of the consistency test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3399",2570,"PM4consistencyNAQM","Quality metric that summarizes when the consistency test for particulate matter 4 could not be run over the averaging period, as a percent","percent","real",NA
"3400",2571,"PM4alphaQM","Quality metric detailing the outcomes of the alpha quality flag for particulate matter 4 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3401",2572,"PM4betaQM","Quality metric detailing the outcomes of the beta quality flag for particulate matter 4 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3402",2573,"PM4finalQF","Quality flag indicating whether the PM4 data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)","NA","unsigned integer",NA
"3403",2574,"PM2.5Median","Median particulate matter 2.5","milligramsPerCubicMeter","real",NA
"3404",2575,"PM2.5Minimum","Minimum particulate matter 2.5","milligramsPerCubicMeter","real",NA
"3405",2576,"PM2.5Maximum","Maximum particulate matter 2.5","milligramsPerCubicMeter","real",NA
"3406",2577,"PM2.5NumPts","Number of points used to calculate the Median particulate matter 2.5","number","real",NA
"3407",2578,"PM2.5MAD","Median Absolute Deviation (from the median) for particulate matter 2.5","milligramsPerCubicMeter","real",NA
"3408",2579,"PM2.5rangeQAQCRpt","Quality assurance and quality control report for the range test for particulate matter 2.5, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3409",2580,"PM2.5persistenceQAQCRpt","Quality assurance and quality control report for the persistence test for particulate matter 2.5, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3410",2581,"PM2.5stepQAQCRpt","Quality assurance and quality control report for the step test for particulate matter 2.5, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3411",2582,"PM2.5nullQAQCRpt","Quality assurance and quality control report for the null test for particulate matter 2.5, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3412",2583,"PM2.5gapQAQCRpt","Quality assurance and quality control report for the gap test for particulate matter 2.5, which indicates that the datum is missing and is a part of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)","NA","string",NA
"3413",2584,"PM2.5consistencyQAQCRpt","Quality assurance and quality control report for the consistency test for particulate matter 2.5, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3414",2585,"PM2.5spikeQAQCRpt","Quality assurance and quality control report for the spike test for particulate matter 2.5, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3415",2586,"PM2.5alphaQAQCRpt","Quality assurance and quality control report for the alpha quality flag for particulate matter 2.5, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3416",2587,"PM2.5betaQAQCRpt","Quality assurance and quality control report for the beta quality flag for particulate matter 2.5, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3417",2588,"PM2.5rangeFailQM","Quality metric that summarizes the failed outcomes of the range test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3418",2589,"PM2.5rangePassQM","Quality metric that summarizes the passed outcomes of the range test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3419",2590,"PM2.5rangeNAQM","Quality metric that summarizes when the range test for particulate matter 2.5 could not be run over the averaging period, as a percent","percent","real",NA
"3420",2591,"PM2.5persistenceFailQM","Quality metric that summarizes  the failed outcomes of the persistence test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3421",2592,"PM2.5persistencePassQM","Quality metric that summarizes the passed outcomes of the persistence test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3422",2593,"PM2.5persistenceNAQM","Quality metric that summarizes when the persistence test for particulate matter 2.5 could not be run over the averaging period, as a percent","percent","real",NA
"3423",2594,"PM2.5stepFailQM","Quality metric that summarizes the failed outcomes of the step test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3424",2595,"PM2.5stepPassQM","Quality metric that summarizes the passed outcomes of the step test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3425",2596,"PM2.5stepNAQM","Quality metric that summarizes when the step test for particulate matter 2.5 could not be run over the averaging period, as a percent","percent","real",NA
"3426",2597,"PM2.5nullFailQM","Quality metric that summarizes the failed outcomes of the null test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3427",2598,"PM2.5nullPassQM","Quality metric that summarizes the passed outcomes of the null test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3428",2599,"PM2.5nullNAQM","Quality metric that summarizes when the null test for particulate matter 2.5 could not be run over the averaging period, as a percent","percent","real",NA
"3429",2600,"PM2.5gapFailQM","Quality metric that summarizes the failed outcomes of the gap test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3430",2601,"PM2.5gapPassQM","Quality metric that summarizes the passed outcomes of the gap test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3431",2602,"PM2.5gapNAQM","Quality metric that summarizes when the gap test for particulate matter 2.5 could not be run over the averaging period, as a percent","percent","real",NA
"3432",2603,"PM2.5spikeFailQM","Quality metric that summarizes the failed outcomes of the spike test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3433",2604,"PM2.5spikePassQM","Quality metric that summarizes the passed outcomes of the spike test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3434",2605,"PM2.5spikeNAQM","Quality metric that summarizes when the spike test for particulate matter 2.5 could not be run over the averaging period, as a percent","percent","real",NA
"3435",2606,"PM2.5consistencyFailQM","Quality metric that summarizes the failed outcomes of the consistency test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3436",2607,"PM2.5consistencyPassQM","Quality metric that summarizes the passed outcomes of the consistency test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
